bot_label,propagator,Di,Bi,treated,purchase
0,0.0,1.0,1.0,0.0,3.9981609015403086
0,0.0,1.0,0.0,1.0,3.0212986552563272
0,0.0,1.0,0.0,1.0,2.9980815225879414
0,0.0,0.0,0.0,0.0,-0.10709089297319746
0,0.0,1.0,1.0,0.0,3.923170722993621
0,0.0,1.0,0.0,1.0,3.178272480149336
0,0.0,1.0,0.0,1.0,2.957129503830882
0,0.0,1.0,1.0,0.0,4.054425499902171
0,0.0,1.0,1.0,0.0,3.9491205336733772
0,0.0,1.0,1.0,0.0,3.8043053821026214
0,0.0,1.0,1.0,0.0,4.207359102561147
0,0.0,1.0,1.0,0.0,2.9158888729109007
0,0.0,0.0,0.0,0.0,0.009106334021105155
0,0.0,0.0,1.0,-1.0,1.9133321329224877
0,0.0,1.0,0.0,1.0,1.9573313279617346
0,0.0,1.0,1.0,0.0,3.9891246251007377
0,0.0,0.0,1.0,-1.0,0.9526131385771212
0,0.0,1.0,0.0,1.0,2.0463033385197535
0,0.0,0.0,1.0,-1.0,1.170983766718258
0,0.0,0.0,0.0,0.0,-0.03491201808788607
0,1.0,1.0,1.0,0.0,4.123611517225391
0,0.0,0.0,0.0,0.0,-0.06432598037320199
0,1.0,1.0,1.0,0.0,4.041274260029494
0,0.0,0.0,1.0,-1.0,0.9400763185842334
0,0.0,1.0,1.0,0.0,3.995713266831723
0,0.0,1.0,1.0,0.0,3.9938613903610616
0,0.0,1.0,1.0,0.0,4.129121943837924
0,0.0,0.0,0.0,0.0,0.06921398193486437
0,0.0,0.0,1.0,-1.0,1.0482755845927614
0,0.0,1.0,0.0,1.0,2.9710630666260114
0,0.0,1.0,0.0,1.0,3.088882607119357
0,1.0,1.0,1.0,0.0,4.091221045107883
0,0.0,1.0,0.0,1.0,3.0197929314936784
0,0.0,1.0,1.0,0.0,2.9453729836346927
0,0.0,0.0,0.0,0.0,0.025625339304281836
0,0.0,0.0,0.0,0.0,-0.1390740284639236
0,0.0,1.0,0.0,1.0,3.1071945492999653
0,0.0,0.0,1.0,-1.0,1.8040407605641557
0,0.0,0.0,0.0,0.0,0.11943046788408151
0,0.0,0.0,0.0,0.0,-0.08977374450118174
0,0.0,1.0,1.0,0.0,2.9349636789444755
0,0.0,0.0,0.0,0.0,0.9554348361504384
0,0.0,1.0,1.0,0.0,4.069047493729116
0,0.0,1.0,0.0,1.0,2.9498882104763795
0,0.0,1.0,1.0,0.0,3.0888304738686783
0,0.0,1.0,0.0,1.0,3.111089880633024
0,0.0,1.0,0.0,1.0,3.0984954669592293
0,0.0,1.0,1.0,0.0,3.9017087555103123
0,0.0,1.0,1.0,0.0,4.130579800213417
0,0.0,1.0,0.0,1.0,1.9437961937431172
0,0.0,0.0,1.0,-1.0,1.2162063913538903
0,0.0,0.0,1.0,-1.0,0.9574298200773174
0,0.0,0.0,1.0,-1.0,1.7766627122298269
0,0.0,1.0,1.0,0.0,4.104064225175161
0,0.0,1.0,0.0,1.0,1.9777279406333894
0,0.0,1.0,0.0,1.0,2.8900934231485778
0,0.0,1.0,0.0,1.0,2.8980531366196534
0,0.0,0.0,1.0,-1.0,1.1684292579882263
0,0.0,1.0,1.0,0.0,2.9810698804746387
0,0.0,0.0,1.0,-1.0,0.9635781856242703
0,0.0,1.0,1.0,0.0,4.018827312103096
0,0.0,1.0,1.0,0.0,3.048278005250982
0,0.0,0.0,1.0,-1.0,0.8816513591873942
0,0.0,1.0,1.0,0.0,4.025496857619035
0,0.0,0.0,1.0,-1.0,0.9249794956796674
0,0.0,0.0,1.0,-1.0,0.9979707200728117
0,0.0,1.0,1.0,0.0,4.0096889046579465
0,0.0,1.0,0.0,1.0,3.3271190537331523
0,0.0,1.0,1.0,0.0,4.127462821053794
0,0.0,1.0,1.0,0.0,4.29093492458576
0,0.0,0.0,0.0,0.0,-0.027880978111524686
0,0.0,1.0,1.0,0.0,3.1001191658965928
0,0.0,0.0,1.0,-1.0,1.0249240699961113
0,0.0,0.0,1.0,-1.0,1.1540374836020062
0,0.0,1.0,0.0,1.0,1.795346945652824
0,0.0,1.0,1.0,0.0,3.864069909243939
0,0.0,1.0,1.0,0.0,2.8277165152685058
0,0.0,1.0,1.0,0.0,4.08839775987171
0,0.0,0.0,0.0,0.0,0.9165699591517874
0,0.0,1.0,0.0,1.0,3.0332622420955437
0,1.0,1.0,0.0,1.0,3.0339746887496384
0,0.0,1.0,1.0,0.0,3.9731265112053817
0,0.0,0.0,0.0,0.0,0.09341639444598958
0,0.0,0.0,1.0,-1.0,0.9789356717940441
0,0.0,0.0,1.0,-1.0,1.101905255637934
0,0.0,1.0,0.0,1.0,2.9347934478291027
0,0.0,1.0,0.0,1.0,3.047769829831162
0,0.0,0.0,0.0,0.0,0.06631182731468335
0,0.0,1.0,0.0,1.0,2.843713760998606
0,0.0,1.0,1.0,0.0,3.015156899769206
0,0.0,0.0,1.0,-1.0,0.9677386111405859
0,0.0,1.0,0.0,1.0,2.9219429449301826
0,0.0,1.0,0.0,1.0,2.247311778170407
0,0.0,1.0,0.0,1.0,3.0894501812487163
0,0.0,0.0,0.0,0.0,0.11254965268316369
0,0.0,1.0,1.0,0.0,4.186761822175219
0,0.0,0.0,0.0,0.0,0.07063028481385564
0,0.0,1.0,0.0,1.0,1.9450568360247509
0,0.0,1.0,1.0,0.0,3.147277261670543
0,0.0,0.0,1.0,-1.0,0.902657853927785
0,0.0,1.0,0.0,1.0,2.8785288091223347
0,0.0,1.0,0.0,1.0,3.0359752069758956
0,0.0,0.0,1.0,-1.0,1.0696924851749001
0,0.0,1.0,0.0,1.0,2.930857866504544
0,0.0,0.0,1.0,-1.0,0.9566767890199847
0,0.0,1.0,0.0,1.0,2.927391637822773
0,0.0,0.0,0.0,0.0,0.04683018313684694
0,0.0,1.0,1.0,0.0,3.9981038586396385
0,0.0,1.0,0.0,1.0,2.9578444589192796
0,0.0,1.0,1.0,0.0,3.9907511502096487
0,0.0,1.0,0.0,1.0,2.106991661299909
0,0.0,0.0,0.0,0.0,-0.009378184485529987
0,0.0,1.0,0.0,1.0,1.9857922317744177
0,0.0,1.0,0.0,1.0,2.9666147409321666
0,0.0,1.0,0.0,1.0,2.1550260644815356
0,0.0,1.0,0.0,1.0,3.0554089443219827
0,0.0,1.0,0.0,1.0,3.1212948020593583
0,0.0,1.0,0.0,1.0,2.0320497761166205
0,0.0,1.0,0.0,1.0,2.844736843702085
0,0.0,0.0,0.0,0.0,-0.04047881789941488
0,0.0,1.0,1.0,0.0,4.017387492472043
0,0.0,0.0,0.0,0.0,0.12348664477416299
0,0.0,1.0,0.0,1.0,2.761264134551814
0,1.0,1.0,0.0,1.0,3.068627385905914
