bot_label,propagator,Di,Bi,treated,purchase
0,0.0,1.0,0.0,1.0,2.9981609015403086
0,0.0,1.0,1.0,0.0,4.021298655256327
0,0.0,1.0,1.0,0.0,3.9980815225879414
0,0.0,1.0,1.0,0.0,2.8929091070268025
0,0.0,1.0,0.0,1.0,2.923170722993621
0,0.0,1.0,1.0,0.0,4.178272480149336
0,0.0,1.0,1.0,0.0,3.957129503830882
0,0.0,1.0,1.0,0.0,4.054425499902171
0,0.0,1.0,1.0,0.0,3.9491205336733772
0,0.0,0.0,0.0,0.0,0.8043053821026214
0,0.0,1.0,1.0,0.0,4.207359102561147
0,0.0,1.0,1.0,0.0,2.9158888729109007
0,0.0,0.0,1.0,-1.0,1.009106334021105
0,0.0,1.0,0.0,1.0,2.9133321329224877
0,0.0,1.0,0.0,1.0,1.9573313279617346
0,0.0,1.0,1.0,0.0,3.9891246251007377
0,0.0,1.0,0.0,1.0,1.9526131385771213
0,0.0,1.0,0.0,1.0,2.0463033385197535
0,0.0,1.0,1.0,0.0,3.170983766718258
0,0.0,1.0,1.0,0.0,2.965087981912114
0,1.0,1.0,1.0,0.0,4.123611517225391
0,0.0,0.0,0.0,0.0,-0.06432598037320199
0,1.0,1.0,1.0,0.0,4.041274260029494
0,0.0,0.0,1.0,-1.0,0.9400763185842334
0,0.0,1.0,1.0,0.0,3.995713266831723
0,0.0,1.0,1.0,0.0,3.9938613903610616
0,0.0,1.0,1.0,0.0,4.129121943837924
0,0.0,0.0,0.0,0.0,0.06921398193486437
0,0.0,0.0,0.0,0.0,0.04827558459276146
0,0.0,1.0,1.0,0.0,3.9710630666260114
0,0.0,1.0,1.0,0.0,4.088882607119357
0,1.0,1.0,1.0,0.0,4.091221045107883
0,0.0,1.0,1.0,0.0,4.0197929314936784
0,0.0,1.0,0.0,1.0,1.945372983634693
0,0.0,0.0,0.0,0.0,0.025625339304281836
0,0.0,0.0,1.0,-1.0,0.8609259715360764
0,0.0,1.0,0.0,1.0,3.1071945492999653
0,0.0,0.0,0.0,0.0,0.8040407605641557
0,0.0,1.0,0.0,1.0,2.1194304678840816
0,0.0,0.0,0.0,0.0,-0.08977374450118174
0,0.0,1.0,0.0,1.0,1.9349636789444753
0,0.0,1.0,1.0,0.0,3.9554348361504386
0,0.0,1.0,0.0,1.0,3.0690474937291157
0,0.0,1.0,0.0,1.0,2.9498882104763795
0,0.0,1.0,0.0,1.0,2.0888304738686783
0,0.0,1.0,0.0,1.0,3.111089880633024
0,0.0,1.0,0.0,1.0,3.0984954669592293
0,0.0,1.0,1.0,0.0,3.9017087555103123
0,0.0,1.0,1.0,0.0,4.130579800213417
0,0.0,0.0,0.0,0.0,-0.056203806256882774
0,0.0,1.0,0.0,1.0,2.2162063913538903
0,0.0,0.0,1.0,-1.0,0.9574298200773174
0,0.0,1.0,0.0,1.0,2.776662712229827
0,0.0,1.0,1.0,0.0,4.104064225175161
0,0.0,1.0,0.0,1.0,1.9777279406333894
0,0.0,1.0,1.0,0.0,3.8900934231485778
0,0.0,0.0,1.0,-1.0,1.8980531366196534
0,0.0,0.0,1.0,-1.0,1.1684292579882263
0,0.0,0.0,1.0,-1.0,0.9810698804746386
0,0.0,1.0,1.0,0.0,2.9635781856242702
0,0.0,1.0,1.0,0.0,4.018827312103096
0,0.0,1.0,1.0,0.0,3.048278005250982
0,0.0,1.0,0.0,1.0,1.8816513591873942
0,0.0,1.0,1.0,0.0,4.025496857619035
0,0.0,0.0,1.0,-1.0,0.9249794956796674
0,0.0,0.0,1.0,-1.0,0.9979707200728117
0,0.0,1.0,0.0,1.0,3.0096889046579465
0,0.0,1.0,1.0,0.0,4.327119053733152
0,0.0,1.0,1.0,0.0,4.127462821053794
0,0.0,1.0,1.0,0.0,4.29093492458576
