ID	Label
170142955	0
113639735	0
1210313430	0
881618822154813440	0
86406736	0
3252374615	0
1770258800	0
1072839912947400705	1
3562752794	0
995377166790594560	0
236290579	0
141982699	0
1143863082298617856	0
64757296	0
1659727622	0
203989574	0
119389292	0
701619349753180160	0
1468378255	1
821215505293987840	0
104828231	1
225506444	0
394180016	0
135051293	1
1037741516893167616	1
3108836339	0
574971228	0
1353592704	0
1424659424	0
900039565854912512	1
42554977	1
68755484	0
1357584066	0
1247480302827704321	0
1295171469102796800	0
1252194108	0
167801862	0
2945717744	1
800375425574633473	0
290146235	0
34624432	0
982996301355868160	0
23225996	1
3313603574	0
1147025117416951811	0
15422552	0
168831662	0
950781120550850562	0
1212075542528180224	0
1102213726512406529	0
19246302	0
23999768	0
1198968762864680962	0
742080381483094016	1
1208922980975144960	1
885222182	0
108968018	0
960608341142761472	0
2892411715	0
458737940	0
1295816799116824576	1
1290586493019357184	1
51023770	0
52529896	1
270295219	0
721539901913767936	0
54682125	0
1243223471988944898	0
331017753	0
1121178224	0
783804115	0
78879048	0
890057499402960896	0
162664572	0
2827042431	0
20033897	0
14643178	0
104552134	0
1061856464728403968	0
15763262	1
366011156	0
1290301386	0
548028055	0
2422349413	0
1263555102931144705	0
1291789075121229825	0
1200702256968085504	0
3193944696	0
1208820405496098816	0
1966814701	1
425256856	0
933458849046188032	1
1643362002	0
240326290	0
978897570	0
1092457663	1
488687427	1
197042149	0
617672097	0
152656587	0
447565618	0
962091330	0
1207790514466103296	0
1036516077579247619	0
2777079123	0
1527871670	0
1275104135529054208	0
956377729150025728	0
1450137294	0
1880088074	0
1218764659	1
27707080	0
1335487110	0
510276460	0
239759584	1
430925761	1
216148935	0
859570570605854720	0
46919513	0
716781818897371136	0
1265256744772648965	0
752096544	0
1191051700620156929	0
835074139610230784	1
1242471700257595403	0
971904897846136832	1
1298972005719511040	0
850711395872067586	0
27499486	0
19453880	0
1081267252694077441	0
233573396	0
135783107	0
26969706	0
510154745	0
559886178	0
41468683	0
748786502	0
1250401259632410627	0
1145149654801108992	0
70144895	0
84892844	0
3428449402	0
51670922	1
80202800	0
822826598516695040	0
7387182	0
1268616774494359554	0
1295683186211663877	0
34156176	0
1246743750723993602	0
1288281161588826113	0
2211236517	0
820354372827758592	1
2147752538	1
1190566962671312896	0
36667104	0
192007890	0
1294939494546800642	0
816854892958470144	0
879926542167625733	0
93365814	0
27198237	0
984945484677730305	0
18192404	0
1001625419358068736	1
2351196973	0
1296236641833627654	0
1610669750	1
3249453374	1
1008785165013876736	0
35856249	0
2911659040	1
2345963056	0
2477787175	0
36658407	1
1135944426717687813	0
1255097628175536129	0
183221516	1
857514782202753024	0
1296846512719265795	0
62400433	1
753808416934506500	0
911529132189773824	0
588498184	0
