bot_label,propagator,Di,Bi,treated,purchase
0,0.0,1.0,0.0,1.0,2.3958915084583348
0,0.0,1.0,0.0,1.0,2.51583860637727
0,0.0,1.0,0.0,1.0,2.9306750285353265
0,0.0,1.0,1.0,0.0,4.1461615679204495
0,0.0,1.0,0.0,1.0,3.215701227295299
0,0.0,1.0,1.0,0.0,3.8763808190776077
0,0.0,1.0,1.0,0.0,3.579940742899952
0,0.0,1.0,0.0,1.0,1.835211659459685
0,0.0,1.0,0.0,1.0,3.1384463798608606
0,0.0,1.0,0.0,1.0,2.2002601170983334
0,0.0,1.0,1.0,0.0,4.276987843405574
0,0.0,1.0,1.0,0.0,3.606916455248474
0,0.0,1.0,1.0,0.0,3.7300131752538186
0,0.0,1.0,0.0,1.0,1.6693796673948014
0,0.0,1.0,1.0,0.0,3.4540695665457446
0,0.0,1.0,0.0,1.0,2.786741012394835
0,0.0,1.0,1.0,0.0,3.089261758054491
0,0.0,1.0,1.0,0.0,4.064418476085442
0,0.0,1.0,0.0,1.0,2.2114139600587737
0,0.0,1.0,0.0,1.0,2.777021113037341
0,0.0,1.0,1.0,0.0,3.298802226168034
0,0.0,1.0,1.0,0.0,2.803255950905295
0,0.0,1.0,1.0,0.0,3.897104754743061
0,0.0,1.0,1.0,0.0,3.4362261217786716
0,0.0,1.0,0.0,1.0,2.6038513693373746
0,0.0,1.0,1.0,0.0,3.2759207074403403
0,0.0,1.0,1.0,0.0,3.8115460237861343
0,0.0,1.0,1.0,0.0,3.609172156867988
0,0.0,1.0,1.0,0.0,4.021172331713049
0,0.0,1.0,1.0,0.0,3.8230282414936743
0,0.0,1.0,1.0,0.0,3.446472696922391
0,0.0,1.0,1.0,0.0,2.9660056684394696
0,0.0,1.0,0.0,1.0,2.143216033465468
0,0.0,1.0,1.0,0.0,2.842562633963268
0,0.0,1.0,1.0,0.0,2.9096542612106404
0,0.0,1.0,1.0,0.0,3.4800018044507013
0,0.0,1.0,0.0,1.0,1.8254058060012308
0,0.0,1.0,1.0,0.0,3.805849233034645
0,0.0,1.0,0.0,1.0,2.5614377432208695
0,0.0,1.0,0.0,1.0,2.3010630447859155
0,0.0,1.0,1.0,0.0,3.4434024038537983
0,0.0,1.0,1.0,0.0,3.429097604920489
0,0.0,1.0,0.0,1.0,2.575145602700363
0,0.0,1.0,1.0,0.0,2.6979677815171303
0,0.0,1.0,1.0,0.0,3.7929635579924916
0,0.0,1.0,1.0,0.0,3.740504213893914
0,0.0,1.0,0.0,1.0,3.0344156621062295
0,1.0,1.0,0.0,1.0,2.6713491262568794
0,0.0,1.0,0.0,1.0,2.988679721816437
0,0.0,1.0,1.0,0.0,3.5403642995493487
0,0.0,1.0,1.0,0.0,3.082863243897289
0,0.0,1.0,1.0,0.0,3.5073692877502713
0,0.0,1.0,0.0,1.0,2.1607274797826768
0,0.0,1.0,1.0,0.0,2.989408149848287
0,0.0,1.0,1.0,0.0,3.155537407858404
0,0.0,1.0,1.0,0.0,4.1349338620213105
0,0.0,1.0,1.0,0.0,3.009696092534704
0,0.0,1.0,0.0,1.0,2.070149893135637
0,0.0,1.0,1.0,0.0,3.5978391982793845
0,0.0,1.0,0.0,1.0,2.303081955266369
0,0.0,1.0,1.0,0.0,4.162923361309811
0,1.0,1.0,0.0,1.0,2.1687352316609156
0,0.0,1.0,1.0,0.0,3.238410130936171
0,0.0,1.0,1.0,0.0,3.6348413710528273
0,0.0,1.0,1.0,0.0,3.8339123400230886
0,0.0,1.0,1.0,0.0,3.709183990964269
0,0.0,1.0,0.0,1.0,2.7929535916948014
0,0.0,1.0,1.0,0.0,3.8798226060620893
0,0.0,1.0,0.0,1.0,2.306565779006116
0,0.0,1.0,1.0,0.0,3.7567459348257497
0,0.0,1.0,1.0,0.0,3.6683691424419607
0,0.0,1.0,1.0,0.0,3.311450172467152
0,0.0,1.0,1.0,0.0,2.971805018736873
0,0.0,1.0,0.0,1.0,2.491418956898019
0,0.0,1.0,0.0,1.0,3.043889547809753
0,0.0,1.0,1.0,0.0,3.757041768460491
0,0.0,1.0,1.0,0.0,3.416404505390237
0,0.0,1.0,1.0,0.0,3.1136292801747816
0,0.0,1.0,0.0,1.0,2.254722134929186
0,0.0,1.0,1.0,0.0,3.1073323329948095
0,0.0,1.0,0.0,1.0,2.946097669649505
0,0.0,1.0,0.0,1.0,2.452583943525833
0,0.0,1.0,1.0,0.0,4.187675310822063
0,0.0,1.0,1.0,0.0,3.7635727193113433
0,0.0,1.0,0.0,1.0,2.254701083061926
0,0.0,1.0,1.0,0.0,3.898429882641086
0,0.0,1.0,1.0,0.0,3.9357703916458444
0,0.0,1.0,0.0,1.0,3.0568182929505805
0,0.0,1.0,1.0,0.0,2.9275508738366005
0,0.0,1.0,1.0,0.0,3.70958440314486
0,0.0,1.0,1.0,0.0,3.5116673639937916
0,0.0,1.0,1.0,0.0,3.3539842411252088
0,0.0,1.0,0.0,1.0,2.482624269976555
0,0.0,1.0,0.0,1.0,2.5666436311812784
0,0.0,1.0,1.0,0.0,3.340771829749127
0,0.0,1.0,0.0,1.0,2.484433160198291
0,0.0,1.0,1.0,0.0,2.8855456231043437
0,0.0,1.0,0.0,1.0,2.936664091726573
0,0.0,1.0,0.0,1.0,2.771781276321628
0,0.0,1.0,1.0,0.0,3.9743303118397413
0,0.0,1.0,1.0,0.0,3.6234919221299036
0,0.0,1.0,1.0,0.0,3.2844126626316563
0,0.0,1.0,1.0,0.0,3.826439717298531
0,0.0,1.0,1.0,0.0,3.202056481861657
0,0.0,1.0,0.0,1.0,2.3306758493579065
0,0.0,1.0,0.0,1.0,2.3754020584518387
0,0.0,1.0,1.0,0.0,3.181275339792156
0,0.0,1.0,1.0,0.0,3.4154017445585447
0,0.0,1.0,0.0,1.0,1.943772431730157
0,0.0,1.0,1.0,0.0,3.485108159333151
0,0.0,1.0,0.0,1.0,2.0135914319172077
0,0.0,1.0,1.0,0.0,3.9927818240045907
0,0.0,1.0,1.0,0.0,3.5421085421735454
0,0.0,1.0,1.0,0.0,4.129657820593542
0,0.0,1.0,1.0,0.0,3.5119075761773892
0,0.0,1.0,1.0,0.0,3.7736907527780565
0,0.0,1.0,0.0,1.0,2.291930133735549
0,0.0,1.0,1.0,0.0,3.7782741075462827
0,0.0,1.0,1.0,0.0,3.597123805947442
0,0.0,1.0,0.0,1.0,2.4376246614737953
0,0.0,1.0,0.0,1.0,3.1629062080259223
0,0.0,1.0,1.0,0.0,3.4750133706370723
0,0.0,1.0,1.0,0.0,3.862776639229188
0,0.0,1.0,0.0,1.0,2.291712473533892
0,0.0,1.0,1.0,0.0,3.576895092455178
0,0.0,1.0,0.0,1.0,1.9881828029474284
0,0.0,1.0,1.0,0.0,3.889481849347952
0,0.0,1.0,1.0,0.0,3.1132871937226456
0,0.0,1.0,0.0,1.0,2.35374461494352
0,0.0,1.0,0.0,1.0,2.511852248490232
0,0.0,1.0,0.0,1.0,1.834816039776459
0,0.0,1.0,0.0,1.0,2.11853773673488
0,0.0,1.0,1.0,0.0,3.140845489480206
0,0.0,1.0,1.0,0.0,3.7371588315639617
0,0.0,1.0,0.0,1.0,2.622640709571337
0,0.0,1.0,1.0,0.0,3.143518331862037
0,0.0,1.0,1.0,0.0,3.2998174779223968
0,0.0,1.0,1.0,0.0,3.775682602349813
0,0.0,1.0,1.0,0.0,3.204462138955667
0,0.0,1.0,1.0,0.0,3.2151148176748245
0,0.0,1.0,1.0,0.0,3.928107675521691
0,0.0,1.0,0.0,1.0,1.951842084240662
0,0.0,1.0,1.0,0.0,3.0093739000467368
0,0.0,1.0,1.0,0.0,3.482475092196604
0,0.0,1.0,1.0,0.0,3.28638657016313
0,0.0,1.0,1.0,0.0,4.175075723394306
0,0.0,1.0,1.0,0.0,3.604360875663485
0,1.0,1.0,1.0,0.0,3.6361828435257584
0,0.0,1.0,1.0,0.0,3.231323479071665
0,0.0,1.0,1.0,0.0,3.3180118417407662
0,1.0,1.0,1.0,0.0,3.305304189502574
0,0.0,1.0,1.0,0.0,3.434067139122921
0,0.0,1.0,0.0,1.0,1.9901095838101979
0,0.0,1.0,1.0,0.0,3.8488158939383297
0,0.0,1.0,0.0,1.0,2.895899017932993
0,0.0,1.0,1.0,0.0,3.3384174143944314
0,0.0,1.0,0.0,1.0,2.741028720024457
0,0.0,1.0,1.0,0.0,3.814112983260433
0,1.0,1.0,0.0,1.0,2.33420313258603
0,0.0,1.0,1.0,0.0,3.571560970255921
0,0.0,1.0,0.0,1.0,1.9047398756457985
0,0.0,1.0,0.0,1.0,1.8711380697561149
0,0.0,1.0,1.0,0.0,3.5513488098301975
0,0.0,1.0,0.0,1.0,1.9602484630597505
0,0.0,1.0,1.0,0.0,3.294251842463943
0,0.0,1.0,1.0,0.0,3.5774777095711032
0,0.0,1.0,0.0,1.0,2.725522369540686
0,0.0,1.0,0.0,1.0,2.234694500190545
0,0.0,1.0,1.0,0.0,3.477059296342906
0,0.0,1.0,1.0,0.0,3.6341294897218757
0,0.0,1.0,1.0,0.0,4.251038789869452
0,0.0,1.0,1.0,0.0,3.0646500956973783
0,0.0,1.0,1.0,0.0,3.142054184987401
0,0.0,1.0,1.0,0.0,4.015862821999017
0,0.0,1.0,1.0,0.0,3.5009531307478463
0,0.0,1.0,1.0,0.0,3.5722695745558615
0,0.0,1.0,1.0,0.0,3.8781423740101157
0,0.0,1.0,1.0,0.0,4.052724413051024
0,0.0,1.0,1.0,0.0,4.006754626911853
0,0.0,1.0,0.0,1.0,1.9900027140521228
0,0.0,1.0,0.0,1.0,2.904221988519912
0,0.0,1.0,0.0,1.0,2.943704177054946
0,0.0,1.0,1.0,0.0,3.9328943837186356
0,0.0,1.0,1.0,0.0,3.7244704780252604
0,0.0,1.0,1.0,0.0,3.9536161551489
0,0.0,1.0,0.0,1.0,2.300074540603264
0,0.0,1.0,1.0,0.0,3.0694666233403387
0,1.0,1.0,0.0,1.0,2.3708844081520635
0,0.0,1.0,1.0,0.0,3.0117923101983233
0,0.0,1.0,0.0,1.0,2.420569704196745
0,0.0,1.0,0.0,1.0,2.126698526602829
0,0.0,1.0,1.0,0.0,3.6830215513694777
0,0.0,1.0,1.0,0.0,3.406420542961536
0,0.0,1.0,1.0,0.0,4.0289430479813575
0,0.0,1.0,1.0,0.0,2.961439008404482
0,0.0,1.0,1.0,0.0,3.40774145201705
0,0.0,1.0,0.0,1.0,2.299301937290032
0,0.0,1.0,1.0,0.0,4.143026640565746
0,0.0,1.0,1.0,0.0,3.771331712473573
0,0.0,1.0,1.0,0.0,3.8754927327638065
0,0.0,1.0,1.0,0.0,4.051731388805129
0,0.0,1.0,1.0,0.0,3.075838419018854
0,0.0,1.0,0.0,1.0,2.5870524719632666
0,0.0,1.0,1.0,0.0,3.0107130059062546
0,0.0,1.0,1.0,0.0,3.31164938811601
0,0.0,1.0,1.0,0.0,3.383579325392718
