bot_label,propagator,Di,Bi,treated,purchase
0,0.0,1.0,0.0,1.0,2.190981631797926
0,0.0,1.0,1.0,0.0,3.488166777347492
0,0.0,1.0,1.0,0.0,3.550004505449106
0,0.0,1.0,1.0,0.0,4.037808646364768
0,0.0,1.0,1.0,0.0,3.8068442685610244
0,0.0,1.0,1.0,0.0,2.8664537188176693
0,0.0,1.0,1.0,0.0,2.9839879282761297
0,0.0,1.0,1.0,0.0,2.7466494048187826
0,0.0,1.0,1.0,0.0,2.9586167936824332
0,0.0,1.0,0.0,1.0,2.1777022189546558
0,0.0,1.0,0.0,1.0,2.8769211342175636
0,0.0,1.0,1.0,0.0,2.9871040669812174
0,0.0,1.0,1.0,0.0,3.6098672309086623
0,0.0,1.0,0.0,1.0,2.0385356132252017
0,0.0,1.0,0.0,1.0,2.0818769211882397
0,1.0,1.0,0.0,1.0,2.7007552838393725
0,0.0,1.0,0.0,1.0,3.032878852619814
0,0.0,1.0,0.0,1.0,2.8940314033025243
0,0.0,1.0,0.0,1.0,2.3515413777102365
0,0.0,1.0,0.0,1.0,2.7473880229761676
0,0.0,1.0,1.0,0.0,3.6344798667803944
0,0.0,1.0,0.0,1.0,2.6493662191423666
0,0.0,1.0,1.0,0.0,4.048706816837156
0,0.0,1.0,1.0,0.0,3.2281445975632312
0,1.0,1.0,1.0,0.0,3.135188710531636
0,0.0,1.0,1.0,0.0,3.203375116511222
0,0.0,1.0,0.0,1.0,3.0158333811625018
0,0.0,1.0,1.0,0.0,3.1162094649660173
0,0.0,1.0,1.0,0.0,3.5058140861411835
0,0.0,1.0,1.0,0.0,3.6215652787157895
0,0.0,1.0,1.0,0.0,3.1247272518659286
0,0.0,1.0,1.0,0.0,4.295351418967788
0,0.0,1.0,1.0,0.0,3.334386200217178
0,0.0,1.0,1.0,0.0,2.8928566204420014
0,0.0,1.0,0.0,1.0,2.292481211165626
0,0.0,1.0,0.0,1.0,2.4294298841511686
0,0.0,1.0,1.0,0.0,4.044667955003822
0,0.0,1.0,0.0,1.0,2.6200383068579636
0,0.0,1.0,1.0,0.0,3.0057720117432156
0,0.0,1.0,1.0,0.0,3.1340883945719358
0,0.0,1.0,1.0,0.0,2.9792578635339533
0,0.0,1.0,1.0,0.0,3.8515486732559436
0,0.0,1.0,0.0,1.0,2.1324486371550964
0,0.0,1.0,1.0,0.0,3.7383861545060446
0,0.0,1.0,0.0,1.0,2.7681877016330154
0,0.0,1.0,0.0,1.0,2.798329744690923
0,0.0,1.0,0.0,1.0,2.9404378744617348
0,0.0,1.0,0.0,1.0,2.7877124898328876
0,0.0,1.0,0.0,1.0,2.500840044521185
0,0.0,1.0,1.0,0.0,4.045360497124807
0,1.0,1.0,1.0,0.0,3.0706884986053913
0,0.0,1.0,1.0,0.0,3.6684512540071963
0,0.0,1.0,0.0,1.0,2.882388541618423
0,0.0,1.0,1.0,0.0,3.252264544107096
0,1.0,1.0,1.0,0.0,3.0049589030667394
0,0.0,1.0,0.0,1.0,2.91401390401123
0,1.0,1.0,0.0,1.0,2.1093779381366122
0,0.0,1.0,0.0,1.0,2.308392626935131
