id,my_sent,num_inf_source,num_following,num_ego_edge,inf_s_rate,ego_rate
u951091819089219584,-0.7357,24,142,190,0.16901408450704225,0.7473684210526316
u16232185,0.9983,35,392,1315,0.08928571428571429,0.2980988593155893
u15995577,0.4215,1,1,1,1.0,1.0
u73355398,-0.8718,14,126,564,0.1111111111111111,0.22340425531914893
u2319350382,0.9585,45,291,394,0.15463917525773196,0.7385786802030457
u86719842,0.9658,15,244,365,0.06147540983606557,0.6684931506849315
u33807328,0.9217,9,128,254,0.0703125,0.5039370078740157
u393876679,-0.9765,1,1,1,1.0,1.0
u52664889,-0.9718,21,91,159,0.23076923076923078,0.5723270440251572
u36717264,0.9987,7,125,161,0.056,0.7763975155279503
u1000,0.2732,17,78,116,0.21794871794871795,0.6724137931034483
u14259237,0.0,19,88,126,0.2159090909090909,0.6984126984126984
u2887146386,-0.4588,5,86,164,0.05813953488372093,0.524390243902439
u19206558,0.9452,46,385,1232,0.11948051948051948,0.3125
u2238505946,0.9876,33,275,624,0.12,0.4407051282051282
u1316185501838258177,-0.4261,7,224,1375,0.03125,0.16290909090909092
u1001875491043889152,0.9984,20,266,493,0.07518796992481203,0.539553752535497
u916457738963742720,0.984,39,424,2181,0.09198113207547169,0.19440623567171023
u2817674196,0.9965,39,383,1790,0.10182767624020887,0.21396648044692737
u764746145918771200,0.0,29,289,1488,0.10034602076124567,0.19422043010752688
u735497235702685697,0.9759,21,116,165,0.1810344827586207,0.703030303030303
u2385884246,0.4574,29,362,2500,0.08011049723756906,0.1448
u83352760,0.9504,20,281,622,0.0711743772241993,0.4517684887459807
u3826243702,0.9951,34,381,1818,0.08923884514435695,0.20957095709570958
u2374259623,-0.8885,34,419,2267,0.081145584725537,0.18482576091751213
u156411211,-0.4389,10,85,151,0.11764705882352941,0.5629139072847682
u555370896,0.6653,25,98,122,0.25510204081632654,0.8032786885245902
u312504426,0.9968,3,9,13,0.3333333333333333,0.6923076923076923
u332360256,0.4926,2,19,28,0.10526315789473684,0.6785714285714286
u17011345,0.0,4,9,13,0.4444444444444444,0.6923076923076923
u3589968563,-0.9354,17,91,123,0.18681318681318682,0.7398373983739838
u1232606515179204608,-0.9985,37,162,229,0.22839506172839505,0.7074235807860262
u3439471,-0.9186,33,242,340,0.13636363636363635,0.711764705882353
u16659187,-0.9827,24,225,324,0.10666666666666667,0.6944444444444444
u49030728,0.9735,10,212,260,0.04716981132075472,0.8153846153846154
u19405351,0.9967,30,295,634,0.1016949152542373,0.46529968454258674
u203565739,0.9992,8,132,210,0.06060606060606061,0.6285714285714286
u3336693958,0.34,25,156,266,0.16025641025641027,0.5864661654135338
u633057062,0.8442,17,219,437,0.0776255707762557,0.5011441647597255
u2210691817,-0.6486,1,2,4,0.5,0.5
u146795336,0.0,29,178,265,0.16292134831460675,0.6716981132075471
u1412178678,-0.955,47,186,233,0.25268817204301075,0.7982832618025751
u45010849,-0.9998,6,31,32,0.1935483870967742,0.96875
u4939401,0.9964,4,20,30,0.2,0.6666666666666666
u77234984,-0.9865,48,255,342,0.18823529411764706,0.7456140350877193
u69546188,-0.9224,3,3,6,1.0,0.5
u15960453,0.0,10,212,2483,0.04716981132075472,0.08538058799838905
u218636715,0.8934,24,232,2294,0.10344827586206896,0.1011333914559721
u1581645991,-0.2924,25,405,4919,0.06172839506172839,0.08233380768448871
u365518567,-0.1027,2,3,4,0.6666666666666666,0.75
u21114659,-0.9639,76,463,963,0.16414686825053995,0.48078920041536866
u14647570,-0.998,68,463,1766,0.1468682505399568,0.2621744054360136
u257125998,-0.296,30,218,261,0.13761467889908258,0.8352490421455939
u291874773,-0.6369,2,2,4,1.0,0.5
u1155061218,0.9273,1,1,1,1.0,1.0
u116845797,-0.8086,39,262,323,0.14885496183206107,0.8111455108359134
u443834706,0.8745,36,250,421,0.144,0.5938242280285035
u103095293,0.705,32,239,337,0.13389121338912133,0.7091988130563798
u1094571084152737794,0.8868,25,156,272,0.16025641025641027,0.5735294117647058
