id,my_sent,num_inf_source,num_following,num_ego_edge,inf_s_rate,ego_rate
u1437690446,-0.5255,74,294,597,0.25170068,0.492462312
u785939118,0.9986,1,2,2,0.5,1
u1047079814358814720,0,3,5,11,0.6,0.454545455
u382331748,-0.25,29,138,237,0.210144928,0.582278481
u52664889,-0.3818,49,87,155,0.563218391,0.561290323
u913026317574180865,0.9674,41,219,318,0.187214612,0.688679245
u1000,0,24,83,125,0.289156627,0.664
u991965599780757504,0.9991,10,41,62,0.243902439,0.661290323
u380776958,0,24,92,145,0.260869565,0.634482759
u2572695564,0.7227,5,26,42,0.192307692,0.619047619
u1253989968663457793,-0.9523,2,2,3,1,0.666666667
u156411211,-0.3987,20,74,91,0.27027027,0.813186813
u1138810125269864449,-0.6494,51,202,543,0.252475248,0.372007366
u853517380848431105,0.186,27,101,278,0.267326733,0.363309353
u312504426,0.5807,3,13,17,0.230769231,0.764705882
u17011345,-0.6249,5,6,8,0.833333333,0.75
u822845135293714433,-0.9937,172,394,580,0.436548223,0.679310345
u1232606515179204608,-0.974,83,189,268,0.439153439,0.705223881
u3439471,-0.9422,95,287,368,0.331010453,0.779891304
u16659187,-0.9911,61,259,309,0.235521236,0.838187702
u1642815073,-0.9564,2,3,3,0.666666667,1
u1220279101228900352,-0.9774,26,114,155,0.228070175,0.735483871
u901398640199057408,0.34,15,106,120,0.141509434,0.883333333
u1265988356778983425,-0.5994,1,2,5,0.5,0.4
u1412178678,0.9234,50,160,203,0.3125,0.78817734
u15595639,0.717,8,87,99,0.091954023,0.878787879
u16174459,0.76,3,10,17,0.3,0.588235294
u45010849,-0.9991,10,32,33,0.3125,0.96969697
u77234984,0.9891,132,277,339,0.476534296,0.817109145
u1085290065490632704,0.5039,76,177,344,0.429378531,0.514534884
u365518567,0,2,2,3,1,0.666666667
u21114659,-1,306,573,1135,0.534031414,0.504845815
u14647570,-0.9964,121,336,1295,0.360119048,0.259459459
u291874773,0.9921,1,2,4,0.5,0.5
u19671793,-0.0258,70,209,264,0.33492823,0.791666667
u930419292,-0.9895,1,1,2,1,0.5
u7426632,-0.9993,129,411,593,0.313868613,0.693086003
u909963743714529280,0.6901,47,203,549,0.231527094,0.369763206
u831431567671193600,0,11,59,80,0.186440678,0.7375
u112479899,0,34,100,111,0.34,0.900900901
u819224053919739904,0.5859,62,186,265,0.333333333,0.701886792
u96149284,0.4039,18,65,142,0.276923077,0.457746479
u2797706535,0.9661,23,101,400,0.227722772,0.2525
u733532010,0,34,111,130,0.306306306,0.853846154
u2240322455,-0.8225,98,339,805,0.289085546,0.421118012
u2232063890,0.4019,35,176,508,0.198863636,0.346456693
u2231617016,0,7,34,95,0.205882353,0.357894737
u243292912,0,56,246,341,0.227642276,0.721407625
u1421967416016261123,0,1,1,1,1,1
u20479813,-0.9849,113,249,665,0.453815261,0.37443609
u1003913756223496192,0.8225,94,369,792,0.254742547,0.465909091
u1263958291505348615,0,1,1,1,1,1
u54593950,0.8271,1,1,1,1,1
u311107295,-0.9097,65,149,401,0.436241611,0.371571072
u25484126,-0.7003,82,277,357,0.296028881,0.775910364
u1381669350076256260,0,1,4,5,0.25,0.8
u881650677797330944,-0.9931,34,213,594,0.159624413,0.358585859
u1378773598589042698,0.4767,1,3,3,0.333333333,1
u65467957,0,52,165,276,0.315151515,0.597826087
u147994804,0.9887,108,403,550,0.267990074,0.732727273
u83091807,-0.9805,1,2,5,0.5,0.4
u37492261,-0.5859,31,193,533,0.160621762,0.362101313
u1053356734356639744,0.296,14,63,68,0.222222222,0.926470588
u802771255342469120,0,22,85,101,0.258823529,0.841584158
u15173416,0.2732,28,153,172,0.183006536,0.889534884
u23354435,-0.7351,56,224,376,0.25,0.595744681
u470386680,-0.992,5,6,13,0.833333333,0.461538462
u2389603556,0.6124,93,290,444,0.320689655,0.653153153
u118717833,0.0644,1,1,2,1,0.5
u1660081482,-0.5719,1,4,5,0.25,0.8
u171835605,0.8741,71,254,389,0.279527559,0.652956298
u37924398,-0.69,166,483,1219,0.3436853,0.396226415
u1148681431,0.9773,63,187,252,0.336898396,0.742063492
u21083332,0.7882,1,8,10,0.125,0.8
u15802031,-0.9975,1,1,2,1,0.5
u1003004687573020672,0.5411,168,354,861,0.474576271,0.411149826
u26832834,0.9712,24,82,219,0.292682927,0.374429224
u763974897286598657,0.7783,9,61,79,0.147540984,0.772151899
u1127233448815616000,0,31,136,397,0.227941176,0.34256927
u79950229,0.6523,1,1,2,1,0.5
u2995155201,0.6808,22,196,952,0.112244898,0.205882353
u113015471,0.5994,18,110,235,0.163636364,0.468085106
u1167179680270749697,-0.3804,3,5,7,0.6,0.714285714
u3423735975,-0.9993,48,79,135,0.607594937,0.585185185
u22495264,0.9571,50,138,180,0.362318841,0.766666667
u177137867,0.9989,143,249,265,0.574297189,0.939622642
u11178672,-0.9946,155,400,592,0.3875,0.675675676
u14143782,0.4019,212,422,733,0.502369668,0.575716235
u293920545,-0.7263,98,240,300,0.408333333,0.8
u51687101,0.947,11,66,117,0.166666667,0.564102564
u392317014,-0.9926,1,1,1,1,1
u278020492,-0.6124,82,208,243,0.394230769,0.855967078
u14789042,0.8555,71,292,463,0.243150685,0.630669546
u1140667771518423040,0.743,108,280,715,0.385714286,0.391608392
u2372331948,-0.4131,1,2,3,0.5,0.666666667
u19341833,-0.9517,54,134,170,0.402985075,0.788235294
u548264245,0,19,95,135,0.2,0.703703704
u1874245267,0,5,44,73,0.113636364,0.602739726
u1360403457329487875,0.9536,1,1,2,1,0.5
u713272110198743040,-0.988,1,1,1,1,1
u1299686030875004928,-0.9829,199,375,512,0.530666667,0.732421875
u150285998,-0.6614,15,79,112,0.189873418,0.705357143
u341989162,0.281,1,1,2,1,0.5
u442213499,-0.8736,83,214,233,0.387850467,0.918454936
u221969524,-0.91,1,1,1,1,1
u2182641,-0.9362,52,171,457,0.304093567,0.374179431
u1111701057225150465,0.9217,1,3,5,0.333333333,0.6
u337664967,0.7884,46,235,393,0.195744681,0.597964377
u268328453,0.7783,133,361,808,0.368421053,0.446782178
u34466573,0.7003,1,2,3,0.5,0.666666667
u37700619,-0.9944,179,389,774,0.460154242,0.502583979
u4559961313,0.7669,22,122,147,0.180327869,0.829931973
u16630098,0.8516,61,206,326,0.296116505,0.63190184
u450184256,-0.7351,93,349,817,0.266475645,0.427172583
u971557846490824704,-0.6597,1,1,1,1,1
u264918266,0.8945,1,1,2,1,0.5
u275454299,-0.9983,3,5,8,0.6,0.625
u47837509,0,1,7,10,0.142857143,0.7
u149627584,0.6908,57,268,1351,0.212686567,0.198371577
u38897222,0.9591,17,92,377,0.184782609,0.24403183
u16520284,0.4019,29,144,598,0.201388889,0.240802676
u304625630,0,56,252,1250,0.222222222,0.2016
u21785215,-0.2942,1,2,2,0.5,1
u1222751,0,40,107,140,0.373831776,0.764285714
u1410319974242177029,-0.1862,3,5,20,0.6,0.25
