id,my_sent,num_inf_source,num_following,num_ego_edge,inf_s_rate,ego_rate
u760477613869690881,0.4588,1,1,1,1.0,1.0
u3187924020,0.8118,1,1,1,1.0,1.0
u820959581211758592,0.2263,1,1,1,1.0,1.0
u1240096214,0.2023,1,14,23,0.07142857142857142,0.6086956521739131
u372981664,0.3243,1,1,1,1.0,1.0
u1242566575636402176,0.5562,1,4,7,0.25,0.5714285714285714
u2392505334,0.0,1,6,18,0.16666666666666666,0.3333333333333333
u13015022,-0.0772,1,3,5,0.3333333333333333,0.6
u3081677861,0.0,1,1,1,1.0,1.0
u34885277,0.9707,1,1,1,1.0,1.0
u604733193,0.4421,1,3,6,0.3333333333333333,0.5
u854992874148179968,-0.4337,1,1,1,1.0,1.0
u948977678,0.34,1,1,2,1.0,0.5
u128586397,0.3182,1,1,2,1.0,0.5
u1143069358886924288,0.9441,1,1,2,1.0,0.5
u487469895,-0.0258,1,2,3,0.5,0.6666666666666666
u2543529938,0.0,1,9,17,0.1111111111111111,0.5294117647058824
u67846383,0.81,2,4,8,0.5,0.5
u1489923278,-0.34,2,3,5,0.6666666666666666,0.6
u42596813,-0.0772,1,1,1,1.0,1.0
u1382910679,0.9298,1,6,13,0.16666666666666666,0.46153846153846156
u83440337,-0.671,1,1,1,1.0,1.0
u1256110785505484800,-0.0516,1,2,3,0.5,0.6666666666666666
u1074814715329699840,0.9838,1,3,5,0.3333333333333333,0.6
u706318923356999680,0.4574,1,2,3,0.5,0.6666666666666666
u551910958,0.5574,1,2,5,0.5,0.4
u54158396,-0.7882,1,2,2,0.5,1.0
u1977089521,0.9835,1,1,2,1.0,0.5
u493984182,-0.676,1,1,1,1.0,1.0
u310996905,0.999,1,1,1,1.0,1.0
u1166343658599149571,-0.9135,1,1,2,1.0,0.5
u1145777421582385152,0.0,1,4,6,0.25,0.6666666666666666
u1307451730603507712,0.6808,1,2,2,0.5,1.0
u4639195224,0.9118,1,1,1,1.0,1.0
u1322485032615817217,-0.2003,1,2,3,0.5,0.6666666666666666
u15785117,0.9305,1,1,2,1.0,0.5
u2467929380,-0.7351,1,3,4,0.3333333333333333,0.75
u1222609252377862146,-0.5719,1,9,24,0.1111111111111111,0.375
u38566269,0.8997,1,2,4,0.5,0.5
u2911413476,0.7056,1,2,3,0.5,0.6666666666666666
u1380512322,0.8653,1,1,1,1.0,1.0
u294939300,-0.8625,1,2,5,0.5,0.4
u93087513,-0.8625,1,1,1,1.0,1.0
u197474310,0.5423,1,5,7,0.2,0.7142857142857143
u775231203523698688,0.9411,1,1,1,1.0,1.0
u1427386350,0.9337,1,1,1,1.0,1.0
u2739781807,-0.2516,1,1,1,1.0,1.0
u44609023,0.6369,1,2,2,0.5,1.0
u67027612,0.0,1,6,16,0.16666666666666666,0.375
u182986001,0.5574,1,1,2,1.0,0.5
u86351835,0.9201,1,9,18,0.1111111111111111,0.5
u1334066466526810112,0.9524,1,1,1,1.0,1.0
u824949105118048260,0.926,1,1,2,1.0,0.5
u138054754,0.7574,1,1,1,1.0,1.0
u2723794380,0.3612,1,3,6,0.3333333333333333,0.5
u1041990820818284544,0.5972,1,1,1,1.0,1.0
u101526864,0.0,1,4,8,0.25,0.5
u1542665564,0.9865,1,1,2,1.0,0.5
u2593676772,-0.7108,1,1,1,1.0,1.0
u3047371989,0.8408,1,1,2,1.0,0.5
u2533972483,0.959,1,2,4,0.5,0.5
u187516575,0.4215,1,3,6,0.3333333333333333,0.5
u1160829101340368896,0.4939,1,1,2,1.0,0.5
u845283699604250624,0.4019,1,2,2,0.5,1.0
u14049302,0.9081,1,4,5,0.25,0.8
u513682353,0.0387,1,5,13,0.2,0.38461538461538464
u1293238496858116101,0.3182,1,1,2,1.0,0.5
u920918940439674880,0.925,1,1,2,1.0,0.5
u76560904,0.9487,2,2,2,1.0,1.0
u31101943,0.9143,1,2,3,0.5,0.6666666666666666
u20274766,-0.8168,1,1,2,1.0,0.5
u39371935,0.5719,1,1,2,1.0,0.5
u58171977,0.7003,1,8,11,0.125,0.7272727272727273
u132341976,-0.9136,1,3,3,0.3333333333333333,1.0
u1185722928031322114,0.0,1,6,9,0.16666666666666666,0.6666666666666666
u382239156,0.8591,1,1,1,1.0,1.0
u144153507,-0.6467,1,3,5,0.3333333333333333,0.6
u1100112725110272000,-0.5574,1,1,1,1.0,1.0
u351871892,-0.8519,1,5,13,0.2,0.38461538461538464
u984869781428830208,-0.3818,1,1,1,1.0,1.0
u392297951,-0.9565,1,1,1,1.0,1.0
u1074079594767048704,0.0,1,2,3,0.5,0.6666666666666666
u29731124,-0.8591,1,1,1,1.0,1.0
u216767555,-0.6166,1,4,6,0.25,0.6666666666666666
u852452417195126788,-0.3818,1,2,2,0.5,1.0
u1402559286363004936,-0.7506,1,6,11,0.16666666666666666,0.5454545454545454
u1134152253353447424,0.6124,1,2,4,0.5,0.5
u973108817234886656,0.0,1,3,3,0.3333333333333333,1.0
u19754670,-0.4404,1,1,1,1.0,1.0
u15842676,0.3182,1,2,4,0.5,0.5
u156994523,0.5859,1,12,25,0.08333333333333333,0.48
u306562427,0.836,1,1,1,1.0,1.0
u34251140,-0.8687,1,1,2,1.0,0.5
u871547965,0.9927,1,2,4,0.5,0.5
u16030350,0.4019,1,2,4,0.5,0.5
u1264028491,0.9953,1,1,2,1.0,0.5
u897219677340016640,0.3802,1,3,5,0.3333333333333333,0.6
u847108003698495489,0.4215,1,1,1,1.0,1.0
u2355352140,-0.7564,1,1,1,1.0,1.0
u28969095,-0.8126,1,1,2,1.0,0.5
u1109093036,0.0,1,1,1,1.0,1.0
u236697939,-0.4019,1,8,18,0.125,0.4444444444444444
u88310167,-0.8928,1,1,1,1.0,1.0
u1360644582,0.8445,1,2,2,0.5,1.0
u841784643812642816,-0.8481,1,1,1,1.0,1.0
u489457811,0.9768,1,1,2,1.0,0.5
u77731388,0.9604,1,3,5,0.3333333333333333,0.6
u746052642925740033,0.0772,1,7,12,0.14285714285714285,0.5833333333333334
u1181168663992377345,0.0,1,1,2,1.0,0.5
u3602064317,-0.3802,1,2,4,0.5,0.5
u961503306,0.7854,1,3,7,0.3333333333333333,0.42857142857142855
u952300035823292416,0.0,1,2,2,0.5,1.0
u2422003184,-0.891,1,1,2,1.0,0.5
u822379958852947968,0.0,1,1,1,1.0,1.0
u69343486,0.6625,1,1,1,1.0,1.0
u92398114,-0.9622,1,1,2,1.0,0.5
u312751906,0.8687,1,2,3,0.5,0.6666666666666666
u416610759,-0.7073,1,8,20,0.125,0.4
u814813830,0.4404,1,3,3,0.3333333333333333,1.0
u817518217,0.8267,1,1,1,1.0,1.0
u2182145676,0.25,1,7,10,0.14285714285714285,0.7
