id,my_sent,num_inf_source,num_following,num_ego_edge,inf_s_rate,ego_rate
u836265656991494146,-0.2289,5,54,59,0.09259259259259259,0.9152542372881356
u1185613800839503873,-0.4676,16,49,308,0.32653061224489793,0.1590909090909091
u129520541,-0.0516,40,149,1002,0.2684563758389262,0.14870259481037923
u3291306041,0.0,49,176,352,0.2784090909090909,0.5
u491423626,0.9942,1,1,2,1.0,0.5
u52421856,0.4019,35,115,759,0.30434782608695654,0.15151515151515152
u918521012614057984,0.0,37,114,488,0.32456140350877194,0.2336065573770492
u250968969,-0.3818,17,83,300,0.20481927710843373,0.27666666666666667
u775884428858064906,0.0,23,77,220,0.2987012987012987,0.35
u87430843,-0.1739,58,194,1102,0.29896907216494845,0.17604355716878403
u1584137959,0.9608,23,132,380,0.17424242424242425,0.3473684210526316
u811408471652347904,0.0,13,65,147,0.2,0.4421768707482993
u876895425835479041,-0.3415,23,123,437,0.18699186991869918,0.2814645308924485
u3011623795,0.9323,28,91,471,0.3076923076923077,0.1932059447983015
u826592275375460355,0.5998,94,268,649,0.35074626865671643,0.41294298921417566
u31235299,0.7269,45,168,763,0.26785714285714285,0.22018348623853212
u1172261563824246784,0.5355,13,73,306,0.1780821917808219,0.238562091503268
u442627272,0.8979,18,119,332,0.15126050420168066,0.35843373493975905
u49356506,-0.3134,36,124,409,0.2903225806451613,0.30317848410757947
u32746100,-0.9816,5,80,104,0.0625,0.7692307692307693
u1000,-0.6249,4,43,66,0.09302325581395349,0.6515151515151515
u896504229799612417,0.0,27,125,335,0.216,0.373134328358209
u1019944707311403008,-0.9277,5,58,143,0.08620689655172414,0.40559440559440557
u15866051,0.4404,1,3,5,0.3333333333333333,0.6
u246190734,0.4389,20,46,87,0.43478260869565216,0.5287356321839081
u852956673438351360,0.0,13,82,207,0.15853658536585366,0.3961352657004831
u159968349,-0.8619,5,20,27,0.25,0.7407407407407407
u921272870,-0.765,2,7,7,0.2857142857142857,1.0
