id,my_sent,num_inf_source,num_following,num_ego_edge,inf_s_rate,ego_rate
u17363477,-0.6419,1,2,4,0.5,0.5
u228613694,0.8655,1,1,2,1.0,0.5
u907764290815328256,-0.0276,1,4,7,0.25,0.5714285714285714
u2848311935,-0.6597,1,3,4,0.3333333333333333,0.75
u3187924020,0.5574,1,1,1,1.0,1.0
u847110618,-0.6644,1,2,2,0.5,1.0
u1405748390990802953,0.5007,1,1,2,1.0,0.5
u1216316842362490881,-0.8378,1,3,6,0.3333333333333333,0.5
u25535815,0.368,1,1,2,1.0,0.5
u3242667382,0.2828,1,1,1,1.0,1.0
u1214997298633232384,-0.4939,1,1,2,1.0,0.5
u15082577,0.1007,1,1,2,1.0,0.5
u76957426,0.9954,1,1,2,1.0,0.5
u1480270947349323786,0.7506,1,2,2,0.5,1.0
u3662334075,-0.0516,1,1,1,1.0,1.0
u135488979,0.0,1,3,6,0.3333333333333333,0.5
u1459063777974910978,0.5574,2,12,20,0.16666666666666666,0.6
u54291397,0.7906,1,1,2,1.0,0.5
u772514903156518912,0.96,1,1,1,1.0,1.0
u74991775,0.3535,1,3,5,0.3333333333333333,0.6
u883271570369675264,-0.2732,2,2,6,1.0,0.3333333333333333
u14759212,0.4215,1,1,2,1.0,0.5
u951959815,0.0,1,2,3,0.5,0.6666666666666666
u16666145,0.877,1,1,1,1.0,1.0
u14165038,-0.7128,1,2,5,0.5,0.4
u1206286050613702656,0.0,1,1,1,1.0,1.0
u1219100697079058432,0.9552,1,1,2,1.0,0.5
u955632470455549952,-0.4947,1,1,1,1.0,1.0
u110519660,0.6124,1,62,72,0.016129032258064516,0.8611111111111112
u986437991164936193,-0.4601,1,1,1,1.0,1.0
u2798120942,-0.34,1,2,3,0.5,0.6666666666666666
u887724371774722048,0.6705,1,3,5,0.3333333333333333,0.6
u2814345060,0.0772,1,2,2,0.5,1.0
u34885277,-0.2714,1,1,1,1.0,1.0
u4800796580,0.0,1,6,8,0.16666666666666666,0.75
u2499975428,0.4215,1,1,2,1.0,0.5
u1465983923255664641,0.9062,1,13,15,0.07692307692307693,0.8666666666666667
u1072258403429507073,0.9136,1,1,2,1.0,0.5
u1483836054436139012,-0.296,1,3,3,0.3333333333333333,1.0
u864242674383167489,-0.25,1,1,2,1.0,0.5
u128685655,-0.9625,1,1,1,1.0,1.0
u3248814726,0.8708,1,1,2,1.0,0.5
u707256103625740288,0.34,1,1,1,1.0,1.0
u1697439450,0.0,1,1,2,1.0,0.5
u17287651,-0.7906,1,2,3,0.5,0.6666666666666666
u51028802,0.9501,1,1,1,1.0,1.0
u4580936477,0.0,1,1,1,1.0,1.0
u298089748,0.3182,2,2,2,1.0,1.0
u887498813040201730,-0.5563,1,1,1,1.0,1.0
u619607966,-0.1779,1,1,1,1.0,1.0
u2602448575,0.296,1,3,3,0.3333333333333333,1.0
u76311206,0.966,1,1,1,1.0,1.0
u84092051,0.4215,1,1,2,1.0,0.5
u1412264659,0.9184,1,1,1,1.0,1.0
u32236177,-0.8588,1,1,2,1.0,0.5
u1076507779,0.9508,1,1,2,1.0,0.5
u1009271772682866693,0.9965,1,2,3,0.5,0.6666666666666666
u42596813,-0.7346,1,1,1,1.0,1.0
u1107753281672089600,-0.802,1,1,2,1.0,0.5
u911226980191866880,0.9259,1,1,1,1.0,1.0
u621169905,0.0,1,2,5,0.5,0.4
u14688441,-0.1531,1,1,2,1.0,0.5
u400815077,0.8988,1,1,1,1.0,1.0
u62800938,0.34,1,4,5,0.25,0.8
u228667300,0.8083,1,4,8,0.25,0.5
u1131490810770403329,0.6124,1,7,8,0.14285714285714285,0.875
u558865266,0.5719,2,4,6,0.5,0.6666666666666666
u4786772509,0.9331,1,1,2,1.0,0.5
u906173455145598976,0.5994,1,2,3,0.5,0.6666666666666666
u234584376,-0.2732,1,1,1,1.0,1.0
u197870575,0.4019,1,5,10,0.2,0.5
u57381942,-0.396,1,7,19,0.14285714285714285,0.3684210526315789
u100439822,0.1624,1,3,4,0.3333333333333333,0.75
u426334438,-0.9084,1,1,1,1.0,1.0
u99795426,0.0,1,1,2,1.0,0.5
u979315332,0.92,1,1,1,1.0,1.0
u2242577035,0.6232,1,1,1,1.0,1.0
u1109524894155452416,0.8481,1,7,18,0.14285714285714285,0.3888888888888889
u695675851745067008,0.7964,1,1,2,1.0,0.5
u1683866610,-0.5779,1,1,2,1.0,0.5
u108838948,0.9874,1,4,6,0.25,0.6666666666666666
u932458245041537024,0.1531,1,2,3,0.5,0.6666666666666666
u1183820415786979328,0.4003,1,2,4,0.5,0.5
u18502938,-0.0516,1,2,4,0.5,0.5
u19599946,0.6114,1,1,2,1.0,0.5
