id,my_sent,num_inf_source,num_following,num_ego_edge,inf_s_rate,ego_rate
u1116320228340838400,0.7263,2,2,2,1.0,1.0
u785939118,-0.7713,2,2,2,1.0,1.0
u2319350382,0.9585,101,291,394,0.3470790378006873,0.7385786802030457
u52664889,-0.9718,28,91,159,0.3076923076923077,0.5723270440251572
u837746760105648128,0.0,1,1,2,1.0,0.5
u2259312655,0.8271,1,1,1,1.0,1.0
u1000,0.2732,8,78,116,0.10256410256410256,0.6724137931034483
u226650386,0.0,1,1,2,1.0,0.5
u139533748,0.8422,2,29,53,0.06896551724137931,0.5471698113207547
u896349101989666816,0.3182,3,5,11,0.6,0.45454545454545453
u23544459,-0.9849,51,239,672,0.21338912133891214,0.3556547619047619
u1253989968663457793,0.9671,2,2,3,1.0,0.6666666666666666
u171909982,0.9654,26,187,551,0.13903743315508021,0.3393829401088929
u156411211,-0.4389,21,85,151,0.24705882352941178,0.5629139072847682
u1477589766917001222,0.4695,1,2,2,0.5,1.0
u312504426,0.9968,1,9,13,0.1111111111111111,0.6923076923076923
u332360256,0.4926,3,19,28,0.15789473684210525,0.6785714285714286
u17011345,0.0,4,9,13,0.4444444444444444,0.6923076923076923
u3589968563,-0.9354,23,91,123,0.25274725274725274,0.7398373983739838
u822845135293714433,0.7294,74,322,521,0.22981366459627328,0.6180422264875239
u1232606515179204608,-0.9985,29,162,229,0.17901234567901234,0.7074235807860262
u3439471,-0.9186,72,242,340,0.2975206611570248,0.711764705882353
u2775476948,0.4588,1,1,1,1.0,1.0
u1143263947,0.0772,1,1,1,1.0,1.0
u1226169377084583937,0.8229,2,2,3,1.0,0.6666666666666666
u1660065794,-0.555,102,270,547,0.37777777777777777,0.4936014625228519
u793764530065117184,-0.7059,1,1,2,1.0,0.5
u146795336,0.0,29,178,265,0.16292134831460675,0.6716981132075471
u1412178678,-0.955,27,186,233,0.14516129032258066,0.7982832618025751
u16174459,0.1779,4,12,20,0.3333333333333333,0.6
u45010849,-0.9998,2,31,32,0.06451612903225806,0.96875
u4939401,0.9964,4,20,30,0.2,0.6666666666666666
u83597405,0.9255,30,304,842,0.09868421052631579,0.36104513064133015
u1088583379531038721,-0.9495,87,373,637,0.23324396782841822,0.5855572998430141
u1085290065490632704,-0.9498,17,128,250,0.1328125,0.512
u14647570,-0.998,145,463,1766,0.31317494600431967,0.2621744054360136
u257125998,-0.296,35,218,261,0.16055045871559634,0.8352490421455939
u28656166,-0.9217,20,127,201,0.15748031496062992,0.6318407960199005
u126301470,-0.9913,32,193,363,0.16580310880829016,0.5316804407713499
u173186820,-0.6124,1,1,1,1.0,1.0
u116845797,-0.8086,78,262,323,0.29770992366412213,0.8111455108359134
u790609,0.6597,1,1,2,1.0,0.5
u443834706,0.8745,70,250,421,0.28,0.5938242280285035
u1174247613509636098,0.2235,117,378,643,0.30952380952380953,0.5878693623639192
u1130811102063992833,0.5255,3,5,6,0.6,0.8333333333333334
u2753232592,0.8291,48,170,196,0.2823529411764706,0.8673469387755102
u273036671,-0.9782,43,145,204,0.296551724137931,0.7107843137254902
u1264252764345044993,0.4574,6,21,28,0.2857142857142857,0.75
u999293378,-0.4939,1,2,2,0.5,1.0
u1666328714,-0.8253,24,88,175,0.2727272727272727,0.5028571428571429
u96791042,0.6249,1,2,3,0.5,0.6666666666666666
u1428029466161389574,-0.2057,2,4,4,0.5,1.0
u96149284,-0.9645,4,57,132,0.07017543859649122,0.4318181818181818
u874910671133081601,0.6369,71,211,552,0.33649289099526064,0.3822463768115942
u1188389288,-0.2732,12,52,64,0.23076923076923078,0.8125
u860079234,-0.296,2,3,4,0.6666666666666666,0.75
u733532010,0.9962,47,138,191,0.34057971014492755,0.7225130890052356
u108621970,0.8297,54,147,183,0.3673469387755102,0.8032786885245902
u711494087753338880,0.0,1,1,1,1.0,1.0
u1003913756223496192,0.969,92,257,705,0.35797665369649806,0.3645390070921986
u54593950,0.9172,1,2,2,0.5,1.0
u855482971868069890,0.9891,113,258,592,0.437984496124031,0.4358108108108108
u1931094690,0.0,1,1,2,1.0,0.5
u385185222,0.9846,75,393,805,0.19083969465648856,0.48819875776397514
u22022968,0.7644,1,2,2,0.5,1.0
u2543529938,0.6808,3,23,40,0.13043478260869565,0.575
u31350335,0.0,1,2,2,0.5,1.0
u1225704307,0.69,2,3,4,0.6666666666666666,0.75
u14103251,0.7574,64,300,450,0.21333333333333335,0.6666666666666666
u595400360,0.9736,16,37,52,0.43243243243243246,0.7115384615384616
u1056787369,0.9824,1,1,2,1.0,0.5
u175875334,0.9019,1,1,2,1.0,0.5
u987358085827186688,0.8316,1,1,2,1.0,0.5
u2389603556,-0.9948,62,294,487,0.2108843537414966,0.6036960985626283
u19062096,-0.9951,46,298,1264,0.15436241610738255,0.23575949367088608
u1450005594,-0.9926,42,290,663,0.14482758620689656,0.4374057315233786
u1169501036568088577,-0.936,41,318,1893,0.1289308176100629,0.16798732171156894
u1130339817848315904,0.5574,1,1,1,1.0,1.0
u1169506909684039680,0.9552,7,12,14,0.5833333333333334,0.8571428571428571
u1245339487103672321,0.7149,1,1,1,1.0,1.0
u2350794517,-0.4019,2,16,26,0.125,0.6153846153846154
u1138067798251495424,0.0,1,1,1,1.0,1.0
u468759217,-0.9906,69,378,570,0.18253968253968253,0.6631578947368421
u4414386615,0.0,1,3,7,0.3333333333333333,0.42857142857142855
u256512896,0.5242,25,93,146,0.26881720430107525,0.636986301369863
u18226564,-0.4137,1,1,1,1.0,1.0
u1137881,-0.7512,1,1,1,1.0,1.0
u124269500,0.0,1,1,1,1.0,1.0
u54544628,0.9769,27,107,279,0.2523364485981308,0.3835125448028674
u1397136484654800897,0.6908,1,2,2,0.5,1.0
u26832834,0.9991,68,168,472,0.40476190476190477,0.3559322033898305
u943363499031273472,0.0,1,3,6,0.3333333333333333,0.5
u2345021,-0.8409,50,169,329,0.2958579881656805,0.513677811550152
u720621412122247168,-0.0508,1,1,2,1.0,0.5
u293920545,-0.9226,39,199,259,0.19597989949748743,0.7683397683397684
u1852084208,0.6037,1,2,3,0.5,0.6666666666666666
u1229413054456254465,0.4754,2,18,35,0.1111111111111111,0.5142857142857142
u1430940665165225989,0.0,3,6,6,0.5,1.0
u598524600,0.3612,13,68,68,0.19117647058823528,1.0
u1040432540,0.0,9,67,123,0.13432835820895522,0.5447154471544715
u4682100312,0.9756,152,315,1379,0.48253968253968255,0.22842639593908629
u742684897307963393,0.5759,12,64,318,0.1875,0.20125786163522014
u142228565,0.0,1,1,1,1.0,1.0
u51687101,0.765,14,55,122,0.2545454545454545,0.45081967213114754
u18244120,0.9349,90,248,1002,0.3629032258064516,0.24750499001996007
