Epoch,aveT,aveC,eATE,ePEHE,rjf,lcff,ly
0,-0.0010835848515853286,0.01966129243373871,0.97925514,0.97925514,0.6934955716133118,0.7169694900512695,4.4727473
10,-0.0007862753118388355,0.08670713752508163,0.9125066,0.9125069,6.932966828346252,7.092353820800781,4.2948484
20,-0.00043938905582763255,0.16972562670707703,0.829835,0.82983625,6.9308653473854065,6.941884994506836,4.0804453
30,0.007993217557668686,0.26469066739082336,0.7433025,0.7433054,6.9297550320625305,6.831053674221039,3.8338041
40,0.09335505217313766,0.3893272280693054,0.70402783,0.704041,6.927455246448517,6.815144777297974,3.4404733
50,0.25069040060043335,0.59279865026474,0.65789175,0.65795416,6.922579824924469,6.786170065402985,2.8287323
60,0.49865901470184326,0.94255131483078,0.55610776,0.55650663,6.9150760769844055,6.786250352859497,1.946999
70,0.9069049954414368,1.5095165967941284,0.39738834,0.39955744,6.907047986984253,6.776287317276001,0.9158506
80,1.4061750173568726,2.293876886367798,0.11229807,0.13663694,6.892533123493195,6.765015125274658,0.29553875
90,1.441043734550476,2.785776376724243,0.34473252,0.3560178,6.878864765167236,6.7801633477211,0.22786419
100,1.118371605873108,2.6632814407348633,0.54490995,0.5501275,6.8633339405059814,6.814037561416626,0.17448916
110,1.0196115970611572,2.574007987976074,0.5543965,0.55891526,6.852341294288635,6.830638945102692,0.18825485
120,1.1008331775665283,2.6219520568847656,0.5211185,0.52624637,6.8390145897865295,6.83702552318573,0.17725292
130,1.1721893548965454,2.642991304397583,0.4708017,0.4771557,6.825669527053833,6.859535455703735,0.17605655
140,1.175387978553772,2.622987747192383,0.4476,0.45324075,6.814237952232361,6.885796546936035,0.17786294
150,1.1573903560638428,2.6047255992889404,0.44733548,0.452896,6.80427622795105,6.908552706241608,0.17845596
160,1.1511974334716797,2.6220338344573975,0.47083664,0.47647244,6.779339849948883,6.9265565276145935,0.17701213
170,1.1480882167816162,2.6167263984680176,0.4686383,0.47500727,6.739205479621887,6.982559442520142,0.17682461
180,1.1488391160964966,2.6185145378112793,0.46967554,0.47534284,6.732651710510254,7.02237331867218,0.17710714
190,1.159165620803833,2.61515212059021,0.45598626,0.46171874,6.69963538646698,7.020806610584259,0.17715259
200,1.1578375101089478,2.618488311767578,0.46065092,0.46637288,6.721803843975067,7.017094790935516,0.17718044
210,1.1546814441680908,2.618074417114258,0.46339297,0.46951523,6.654633581638336,7.093018352985382,0.17713416
220,1.1556435823440552,2.6241984367370605,0.4685551,0.47351575,6.6507503390312195,7.118028998374939,0.17681529
230,1.1574777364730835,2.6233317852020264,0.4658538,0.4712617,6.629015862941742,7.184423744678497,0.17678057
240,1.1590136289596558,2.6267197132110596,0.46770608,0.4727148,6.608552038669586,7.184901177883148,0.17662701
250,1.1562665700912476,2.6223604679107666,0.46609402,0.4705044,6.589779198169708,7.24425482749939,0.17691676
260,1.1574714183807373,2.629624605178833,0.47215307,0.4769645,6.6036428809165955,7.2259610295295715,0.17663583
270,1.1587268114089966,2.620634078979492,0.4619074,0.4672573,6.577608585357666,7.278900384902954,0.17688009
280,1.1602565050125122,2.622877597808838,0.4626212,0.46802986,6.568445980548859,7.311055362224579,0.17662738
290,1.1556466817855835,2.629470109939575,0.47382343,0.47814286,6.5350340604782104,7.4182668924331665,0.17640786
