0y1,0y0,0yc0,0yc1,10y1,10y0,10yc0,10yc1,20y1,20y0,20yc0,20yc1,30y1,30y0,30yc0,30yc1,40y1,40y0,40yc0,40yc1,50y1,50y0,50yc0,50yc1,60y1,60y0,60yc0,60yc1,70y1,70y0,70yc0,70yc1,80y1,80y0,80yc0,80yc1,90y1,90y0,90yc0,90yc1,100y1,100y0,100yc0,100yc1,110y1,110y0,110yc0,110yc1,120y1,120y0,120yc0,120yc1,130y1,130y0,130yc0,130yc1,140y1,140y0,140yc0,140yc1,150y1,150y0,150yc0,150yc1,160y1,160y0,160yc0,160yc1,170y1,170y0,170yc0,170yc1,180y1,180y0,180yc0,180yc1,190y1,190y0,190yc0,190yc1,200y1,200y0,200yc0,200yc1,210y1,210y0,210yc0,210yc1,220y1,220y0,220yc0,220yc1,230y1,230y0,230yc0,230yc1,240y1,240y0,240yc0,240yc1,250y1,250y0,250yc0,250yc1,260y1,260y0,260yc0,260yc1,270y1,270y0,270yc0,270yc1,280y1,280y0,280yc0,280yc1,290y1,290y0,290yc0,290yc1
-0.000758061,-0.00028083593,-0.0004689353,-0.00036471448,0.008398443,0.33189493,0.3142522,0.054979235,0.17504796,0.82895154,0.79747236,0.2025073,0.48083603,1.3906552,1.3179526,0.4798621,0.7421945,1.5388559,1.4943923,0.7168881,0.7955372,1.3482546,1.2894651,0.7562464,0.8209312,1.3074696,1.2803185,0.78427863,0.87092793,1.3920931,1.3635243,0.8160582,0.88742137,1.452642,1.4099176,0.8223164,0.8644686,1.4269137,1.4269195,0.7998638,0.87082314,1.4109548,1.3970072,0.80475503,0.9129188,1.4726436,1.4555845,0.8380133,0.91952455,1.4327435,1.4266462,0.8282333,0.9481132,1.4324162,1.4382644,0.84625524,1.005407,1.4514079,1.4681183,0.87399757,1.0253781,1.4330705,1.4216441,0.89376634,1.0509381,1.4549477,1.4563493,0.90281975,1.0810304,1.4369154,1.471417,0.95330876,1.1326398,1.4718555,1.4648286,0.9451016,1.1523957,1.4658673,1.4782314,0.9274058,1.1926457,1.4359028,1.4636945,0.97886795,1.2502726,1.4837369,1.462701,0.9979564,1.2904114,1.479589,1.4549177,1.1076946,1.377006,1.474894,1.4340798,1.0233781,1.4019675,1.5053343,1.5010239,1.0382538,1.4587381,1.4754688,1.4614176,1.1069709,1.549909,1.4996808,1.5126644,1.1529235,1.4965087,1.4757502,1.4712168,1.0138257,1.6411278,1.5179224,1.5308932,1.1830237,1.6685803,1.4711394,1.4328389,1.1093167
-0.00057884294,-0.00024710802,-0.00062603515,-0.00032528347,0.05084333,0.3290272,0.32964587,0.06447974,0.23751011,0.8260639,0.83248705,0.19702744,0.54539514,1.3904535,1.4005706,0.47299016,0.80484194,1.5359355,1.5536479,0.71369,0.8675183,1.3406179,1.368045,0.764999,0.87586474,1.2972989,1.3338047,0.7927891,0.9166542,1.3829124,1.412451,0.834394,0.92415684,1.4383214,1.4870667,0.8325893,0.8889196,1.3890722,1.4542071,0.80987144,0.8778425,1.3639365,1.4691004,0.8239157,0.88816035,1.4291463,1.5419633,0.85010934,0.85915357,1.3894056,1.5154456,0.84860814,0.8399145,1.3935565,1.5010862,0.89508647,0.8567032,1.4187768,1.5354967,0.9033398,0.8300402,1.4096891,1.4907175,0.94272596,0.80810213,1.437457,1.5060235,0.91247416,0.7909814,1.4222599,1.5112518,0.98779523,0.77462316,1.4531438,1.5254096,1.0698224,0.72123253,1.4471809,1.5300609,0.9456184,0.68712044,1.4149023,1.5079943,1.064357,0.6587763,1.4543275,1.5104674,1.1934068,0.5973848,1.4487004,1.5095718,1.1275512,0.5618222,1.4391991,1.4715714,1.0755374,0.46494573,1.4721233,1.491456,1.2145007,0.37832332,1.4499915,1.457127,1.433345,0.35597026,1.483714,1.4817058,1.3872253,0.23938543,1.4676427,1.4647942,1.164071,0.27422482,1.5077538,1.4944733,1.4954271,0.21233405,1.4595095,1.4695028,1.3445251
-0.00061026996,-0.00022359625,-0.00054637884,-0.00031660206,0.0470104,0.32614323,0.33088765,0.053992018,0.23330046,0.80521786,0.8464952,0.21485737,0.54298735,1.3531035,1.4293118,0.4858588,0.8037669,1.4940459,1.5814813,0.74217343,0.8662468,1.3075038,1.3929754,0.7950214,0.8758736,1.2693433,1.3573341,0.77012265,0.91741776,1.3540672,1.4421021,0.8436824,0.9257179,1.4168639,1.4995098,0.82131606,0.89134693,1.4004577,1.4739413,0.80432963,0.8814424,1.3878547,1.5050598,0.8056055,0.89387155,1.4501808,1.5646018,0.8565835,0.86718434,1.4116689,1.5392884,0.8166132,0.8523734,1.4135208,1.535012,0.83741057,0.8726872,1.4355297,1.5355725,0.86104214,0.8491769,1.4242961,1.524952,0.88150555,0.8307815,1.4482468,1.5413688,0.9358929,0.8176123,1.4255334,1.5257196,0.8682498,0.8065988,1.4546118,1.5573428,0.91459763,0.7589941,1.4530292,1.5546939,0.9105994,0.73141783,1.4252272,1.5252843,0.9989626,0.7100694,1.4724013,1.5570159,1.0622277,0.6572975,1.4697983,1.5250583,1.0731095,0.63377017,1.4650003,1.5117519,1.0344453,0.54587483,1.4930456,1.533879,0.9986229,0.47484398,1.4723417,1.4861604,1.0916184,0.4614785,1.499213,1.5068315,1.0417069,0.34153953,1.4801462,1.4853954,0.9576571,0.3913922,1.5174093,1.5352765,1.2408395,0.3371377,1.4750067,1.5086399,1.2054456
-0.0003580462,-0.00017705694,-0.0005562603,-0.00036744287,0.059821635,0.3310477,0.30650064,0.056365453,0.23014396,0.8327931,0.7742387,0.19215292,0.5234978,1.4046391,1.3037101,0.4542575,0.77091265,1.5522816,1.4443444,0.72832763,0.82703066,1.3564273,1.2911667,0.772351,0.84222746,1.3137796,1.2170995,0.7908023,0.8849819,1.4027188,1.3561792,0.84074324,0.8950923,1.4528074,1.4017911,0.83591443,0.86832094,1.392918,1.3936102,0.8213295,0.8654711,1.3624737,1.3677281,0.81331253,0.88911915,1.4263449,1.4327482,0.8561053,0.8770508,1.383818,1.4039825,0.86014134,0.8814468,1.3859243,1.4160659,0.8800434,0.914991,1.4052691,1.4700443,0.9186487,0.90487677,1.3905952,1.4333328,0.9389433,0.9005034,1.4167551,1.4375569,0.9427975,0.90036654,1.4008303,1.4242762,0.94847596,0.9064871,1.4338962,1.4282588,0.9913409,0.8774131,1.4327147,1.4476299,0.961446,0.8660773,1.4038963,1.4340336,1.0758672,0.8627832,1.4588984,1.4890245,1.1277639,0.82908475,1.4616523,1.4652975,0.96982896,0.83460855,1.4592872,1.4669614,1.1412187,0.7707539,1.4946897,1.453216,0.9558435,0.7241152,1.4724963,1.4906881,1.1249217,0.7211844,1.5021735,1.4853212,1.2838451,0.59737074,1.4834242,1.4407334,1.0673922,0.6636563,1.5305206,1.4807302,1.116663,0.62443215,1.4850202,1.3649315,1.1418921
0.00022937357,-0.00066187006,-0.00067378435,-0.00019074924,0.09656708,0.31643537,0.2846473,0.06390848,0.26217365,0.8267281,0.7670574,0.24224469,0.5379417,1.387781,1.2818779,0.5113737,0.7726483,1.5390273,1.4298309,0.74389166,0.8296937,1.3513488,1.2432654,0.79738015,0.8332238,1.3218191,1.204638,0.7988818,0.8641529,1.4081157,1.2912749,0.8421403,0.86421925,1.4607681,1.3323793,0.8467315,0.8276503,1.4450433,1.3150386,0.8213569,0.8116013,1.4636039,1.3394831,0.82243264,0.81495595,1.5315573,1.3913157,0.82922673,0.78394973,1.5100858,1.3667421,0.8267709,0.7597442,1.5084589,1.368065,0.82364565,0.7631277,1.5264544,1.3700881,0.8750243,0.7336348,1.5071491,1.3554103,0.8420141,0.7054929,1.5255107,1.3628044,0.8323064,0.6814648,1.5207978,1.3559439,0.85624224,0.6620046,1.5552752,1.3797879,0.9242985,0.6116243,1.5492183,1.3694946,0.88275295,0.58078444,1.5335091,1.3486431,0.91066766,0.5571475,1.5686188,1.3719486,0.9103739,0.5052246,1.5475132,1.3388367,0.94151413,0.48360127,1.5414771,1.3174051,0.991133,0.41494197,1.5615844,1.3405882,0.83799833,0.3615529,1.5275232,1.293668,0.9415004,0.354486,1.5524825,1.2985691,1.0410161,0.24603257,1.5262398,1.26199,0.93889266,0.27757987,1.5720072,1.290296,0.99798703,0.20950708,1.5381473,1.2513121,0.8549495
-0.00049273216,-0.0006139074,-0.0006375194,-0.0002682165,0.04444711,0.30860046,0.3010413,0.0384873,0.21627073,0.79740536,0.7961626,0.2101727,0.50921065,1.3342966,1.3269752,0.47218406,0.7589526,1.479679,1.4788836,0.72542745,0.8129557,1.3004758,1.3175999,0.7768513,0.8281818,1.2654009,1.2767396,0.77595955,0.8702514,1.3468972,1.3257397,0.83547604,0.87914014,1.4026372,1.4157071,0.83872694,0.851045,1.3940992,1.3867753,0.8039597,0.85009515,1.4159704,1.3974694,0.8110492,0.8775573,1.4797682,1.4665655,0.83627427,0.87030214,1.4526188,1.4454823,0.8005848,0.88139486,1.4565713,1.4343185,0.8432853,0.9231253,1.4820027,1.4496503,0.8523326,0.92687845,1.4683646,1.4282596,0.83815765,0.9377086,1.4946378,1.4313797,0.8618813,0.95433104,1.4906455,1.4509722,0.8318975,0.9867246,1.530292,1.4555429,0.9287957,0.98799706,1.5309807,1.4582015,0.89147514,1.008929,1.51522,1.4459773,0.857793,1.0420233,1.5601343,1.4716167,0.9660765,1.0595782,1.5543231,1.4490076,0.9371225,1.1210917,1.5498694,1.4184763,0.8385652,1.1181977,1.5793272,1.4440541,1.0727919,1.1432049,1.5566939,1.4328688,0.88694507,1.2079381,1.5827187,1.4467256,0.94353795,1.1314827,1.5653645,1.3797952,0.94582486,1.2492843,1.6074274,1.4268954,1.1017274,1.2473089,1.5712053,1.419799,0.9649154
-5.876824e-05,-0.0005218926,-0.0006878382,-0.00043482415,0.09188807,0.30347472,0.29964226,0.042630076,0.26171637,0.78450704,0.7847951,0.21926248,0.5427001,1.3262763,1.322714,0.50192887,0.78253764,1.4669641,1.482076,0.7169451,0.8407542,1.2796853,1.2972931,0.7713536,0.845366,1.2420331,1.2589469,0.7751153,0.8783413,1.3304574,1.3337331,0.833565,0.8798043,1.382586,1.3854592,0.83474046,0.8432331,1.3371236,1.3711691,0.8048018,0.8283595,1.3255109,1.3944505,0.80554676,0.8338096,1.3949679,1.4477232,0.83103716,0.8042022,1.3592174,1.4230947,0.8282892,0.78234905,1.3652843,1.4066429,0.8446012,0.7879666,1.388709,1.4416485,0.8749598,0.7600051,1.3760706,1.4100888,0.91122866,0.7336936,1.4058992,1.4061602,0.94389945,0.71246165,1.3961086,1.4042767,0.93525445,0.696139,1.435616,1.4241145,1.0976411,0.64945644,1.4361066,1.4157139,0.9971706,0.62336206,1.4101074,1.39889,1.1160524,0.60405946,1.4592005,1.4336603,1.084101,0.5572848,1.4577668,1.3847978,1.1262169,0.5405215,1.4506499,1.365115,1.1362789,0.47553274,1.4818014,1.3918306,1.1226083,0.42863172,1.4529108,1.3541219,1.260707,0.42959207,1.4808466,1.3621494,1.3206234,0.3236961,1.46427,1.3513714,1.3279188,0.3632425,1.5047401,1.3929397,1.1421554,0.30044675,1.4581021,1.3340772,1.3355507
-0.0005036237,-0.0002295104,-0.00062390865,-0.00040896214,0.04041607,0.32523757,0.29841402,0.039373912,0.2059083,0.8020574,0.7787056,0.2006289,0.49366748,1.3556134,1.2779292,0.47058868,0.73754734,1.4982152,1.4666806,0.7006465,0.78833693,1.3099817,1.302367,0.7649132,0.8046938,1.2675173,1.2430053,0.75882936,0.8473469,1.3507935,1.3517329,0.8253221,0.8595429,1.4073026,1.3813958,0.8236177,0.839139,1.3691465,1.3633237,0.79865146,0.84610355,1.3475236,1.3975538,0.80203575,0.8796141,1.4077107,1.4076784,0.82285094,0.8777738,1.3658986,1.3916869,0.8298233,0.89587235,1.3660336,1.4177074,0.847783,0.94395196,1.3901417,1.4121826,0.8876871,0.9508301,1.3756791,1.418867,0.90324557,0.9657436,1.3981227,1.4404969,0.8872858,0.98374677,1.3782225,1.3975431,0.866129,1.0189433,1.4092331,1.422771,1.0170891,1.0231086,1.4024028,1.4140316,0.9863412,1.0458657,1.3714585,1.4345059,0.9430174,1.0839093,1.4165843,1.4425664,1.0814315,1.1042131,1.4068153,1.4214189,0.914533,1.1681858,1.4021621,1.4666536,0.95069575,1.1612058,1.4319912,1.435808,1.0838497,1.1700286,1.3950267,1.4186013,1.0300026,1.2320358,1.4251014,1.4486779,1.0009054,1.1590611,1.4001088,1.4729418,0.89429,1.2856688,1.4413711,1.4774971,1.0820934,1.2926416,1.3908639,1.407185,1.064187
-0.00093651196,-0.0008280716,-0.00043327632,-0.00017745218,-0.0001624339,0.29170182,0.30338535,0.07563124,0.145444,0.78456473,0.79332685,0.2329537,0.43352658,1.3196212,1.3533956,0.5115291,0.6867351,1.4565583,1.5020521,0.7470407,0.7385619,1.2786022,1.2984102,0.7961167,0.7662815,1.2459772,1.2570158,0.8075553,0.81935275,1.3227869,1.3262643,0.8451842,0.8425911,1.3691676,1.384063,0.8421378,0.82178676,1.3499178,1.3786086,0.81560326,0.83285916,1.3642722,1.3671958,0.8097787,0.8828372,1.4234607,1.4216416,0.825384,0.8983952,1.400712,1.4106982,0.81036586,0.9377294,1.3900938,1.3940742,0.79312277,1.0038885,1.396364,1.4121419,0.8344871,1.0368793,1.3750457,1.3908864,0.82782423,1.0715787,1.3821809,1.4144794,0.80575025,1.1074034,1.3680564,1.4083742,0.8225714,1.1687297,1.3884147,1.4464426,0.8288189,1.1978971,1.3716822,1.4267226,0.79036444,1.2446746,1.349639,1.4028451,0.8125652,1.3090416,1.3682429,1.4157479,0.8365978,1.3603293,1.3269305,1.4067873,0.78506666,1.456153,1.3036838,1.4194052,0.8599494,1.4908111,1.3083346,1.4414865,0.82497954,1.55815,1.2617283,1.3962253,0.77620167,1.6520349,1.2729388,1.4321522,0.78660095,1.6074607,1.2365166,1.4265453,0.737482,1.7469659,1.2649348,1.4375396,0.8062929,1.7825834,1.2196553,1.426169,0.8150723
-0.00011963479,-0.00028240297,-0.00061161036,-0.00034346036,0.0814068,0.31034666,0.31109303,0.053184025,0.24756035,0.791045,0.79242915,0.21554655,0.5292457,1.3428289,1.2980863,0.4962287,0.77530444,1.4864208,1.4875029,0.724481,0.83607304,1.2945409,1.2735647,0.77767736,0.8499589,1.2494217,1.2515156,0.7968961,0.88903874,1.3348418,1.3209299,0.8292001,0.89637995,1.3896298,1.3914962,0.8437623,0.8700839,1.3415041,1.3498207,0.8044349,0.86530906,1.3148383,1.4236413,0.8045687,0.887244,1.3777606,1.4528322,0.8312645,0.8776353,1.3354595,1.4459554,0.8323402,0.88238215,1.3370736,1.4196174,0.85015416,0.9207399,1.3605175,1.3847588,0.8765982,0.9232939,1.3489388,1.3765949,0.9120811,0.93198586,1.3770846,1.4185599,0.9454852,0.95031327,1.3593339,1.4358358,0.94483143,0.9835516,1.3941524,1.4762712,0.9368218,0.9922527,1.3913323,1.4188884,0.94119996,1.0221107,1.3607823,1.376442,0.97959054,1.0674884,1.4054557,1.4346775,1.0610193,1.0913179,1.4061363,1.4446316,1.1055399,1.156221,1.4016297,1.4026338,1.1419659,1.1674645,1.4318136,1.4500774,0.9640934,1.2165271,1.4096985,1.3966001,1.2871567,1.2960323,1.4394922,1.3974895,0.98078823,1.2195001,1.421793,1.4023439,1.0773811,1.353939,1.4631709,1.4497743,1.1930064,1.3650241,1.4186851,1.4184211,1.3455824
